project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q23-2271,2023-12-30,Q23-2271,58.0,,4.0,4,4,102000.0,,,B
Q23-2286,2023-12-21,Q23-2286,59.1,,2.0,2,2,1226000.0,,,C
Q23-2290,2023-12-29,Q23-2290,100.2,,1.0,1,1,94000.0,,,B
Q21-1945,2024-01-26,Q21-1945,200.0,,9.0,9,9,32816000.0,,,C
Q22-2020,2024-01-30,Q22-2020,41.0,,9.0,9,9,2732000.0,,,A
Q22-2025,2024-01-22,Q22-2025,108.0,,14.0,14,14,101322000.0,,,A
Q22-2028,2024-01-29,Q22-2028,113.6,,,0,0,0.0,,,A
Q22-2093,2024-01-23,Q22-2093,314.5,,,0,0,0.0,557.0,,A
Q22-2107,2024-01-17,Q22-2107,907.0,,25.0,25,25,110027000.0,,,A
Q22-2113,2024-01-16,Q22-2113,298.8,,3.0,3,3,1349000.0,,,C
Q22-2124,2024-01-21,Q22-2124,195.1,,23.0,23,23,26156000.0,,,C
Q22-2129,2024-02-02,Q22-2129,120.3,,,0,0,0.0,586.0,,A
Q22-2166,2024-01-22,Q22-2166,179.8,,3.0,3,3,1343000.0,618.0,,A
Q22-2200,2024-02-01,Q22-2200,229.5,,13.0,13,12,6494000.0,648.0,,C
Q22-2234,2024-01-30,Q22-2234,164.9,,4.0,4,4,505000.0,677.0,,A
Q22-1986,2024-03-01,Q22-1986,90.5,,6.0,6,6,9021000.0,,,A
Q22-1996,2024-02-29,Q22-1996,104.8,,7.0,7,5,26357000.0,,,C
Q22-2003,2024-03-04,Q22-2003,130.3,,9.0,9,6,4588000.0,,,C
Q22-2052,2024-02-29,Q22-2052,165.8,,1.0,1,1,39000.0,493.0,,A
Q22-2056,2024-03-02,Q22-2056,125.2,,7.0,7,4,16566000.0,497.0,,A
Q22-2063,2024-02-23,Q22-2063,74.2,,,0,0,0.0,504.0,,A
Q22-2067,2024-02-28,Q22-2067,180.7,,,0,0,0.0,508.0,,A
Q22-2068,2024-02-26,Q22-2068,123.9,,,0,0,0.0,,,C
Q22-2079,2024-02-26,Q22-2079,86.7,,,0,0,0.0,519.0,,B
Q22-2106,2024-02-29,Q22-2106,355.7,,5.0,5,5,26918000.0,,,C
Q22-2145,2024-03-01,Q22-2145,284.9,,,0,0,0.0,,,A
Q22-2153,2024-02-19,Q22-2153,110.4,,8.0,8,7,6076000.0,579.0,,C
Q22-2195,2024-02-21,Q22-2195,183.8,,5.0,5,5,8101000.0,,,A
Q22-2199,2024-02-20,Q22-2199,188.3,,1.0,1,1,6754000.0,,,A
Q22-2216,2024-02-20,Q22-2216,100.4,,,0,0,0.0,632.0,,A
Q22-2222,2024-02-26,Q22-2222,141.7,,4.0,4,3,2055000.0,637.0,,C
Q23-2276,2024-02-18,Q23-2276,186.1,,19.0,19,19,21213000.0,,,A
Q23-2277,2024-02-20,Q23-2277,89.3,,4.0,4,4,881000.0,688.0,,A
Q23-2279,2024-02-27,Q23-2279,118.7,,6.0,6,6,6303000.0,,,A
Q22-1997,2024-04-01,Q22-1997,34.6,,5.0,5,5,10480000.0,,,A
Q22-2001,2024-03-22,Q22-2001,224.6,,,0,0,0.0,440.0,,A
Q22-2030,2024-03-24,Q22-2030,199.7,,1.0,1,1,590000.0,464.0,,C
Q22-2035,2024-03-21,Q22-2035,290.0,,13.0,13,13,38689000.0,,,C
Q22-2039,2024-04-02,Q22-2039,134.2,,11.0,11,11,35361000.0,,,B
Q22-2074,2024-03-18,Q22-2074,219.4,,2.0,2,2,5574000.0,501.0,,C
Q22-2076,2024-03-29,Q22-2076,435.4,,35.0,35,31,121354000.0,,,C
Q22-2078,2024-03-19,Q22-2078,225.3,,2.0,2,2,1697000.0,505.0,,A
Q22-2110,2024-03-18,Q22-2110,159.4,,,0,0,0.0,,,C
Q22-2119,2024-03-20,Q22-2119,219.8,,,0,0,0.0,,,A
Q22-2121,2024-03-22,Q22-2121,226.8,,26.0,26,20,56862000.0,,,C
Q22-2135,2024-03-20,Q22-2135,122.0,,3.0,3,3,374000.0,550.0,,A
Q22-2164,2024-03-17,Q22-2164,20.1,,,0,0,0.0,,,A
Q22-2169,2024-03-27,Q22-2169,84.9,,2.0,2,2,491000.0,,,A
Q22-2179,2024-03-21,Q22-2179,136.9,,6.0,6,6,17721000.0,,,C
Q22-2188,2024-03-27,Q22-2188,215.3,,5.0,5,5,4494000.0,597.0,,C
Q22-2193,2024-03-24,Q22-2193,84.7,,,0,0,0.0,,,C
Q22-2206,2024-03-15,Q22-2206,79.4,,20.0,20,18,32764000.0,,,A
Q22-2219,2024-03-25,Q22-2219,162.5,,2.0,2,2,2473000.0,622.0,,A
Q22-2230,2024-03-24,Q22-2230,43.1,,1.0,1,1,21000.0,,,A
Q22-2238,2024-03-15,Q22-2238,94.2,,,0,0,0.0,,,A
Q22-2243,2024-03-23,Q22-2243,191.4,,2.0,2,2,6119000.0,,,C
Q22-2263,2024-03-23,Q22-2263,162.1,,15.0,15,15,8048000.0,,,A
Q22-2267,2024-03-23,Q22-2267,194.9,,2.0,2,2,1610000.0,,,C
Q23-2281,2024-03-31,Q23-2281,105.3,,7.0,7,7,29244000.0,,,A
Q23-2301,2024-03-30,Q23-2301,146.2,,6.0,6,6,1889000.0,696.0,,C
Q22-2021,2024-05-02,Q22-2021,100.9,,1.0,1,1,328000.0,,,C
Q22-2054,2024-04-28,Q22-2054,162.4,,3.0,3,3,8289000.0,464.0,,A
Q22-2066,2024-05-01,Q22-2066,215.5,,3.0,3,3,5209000.0,,,A
Q22-2089,2024-05-02,Q22-2089,177.3,,21.0,21,21,90471000.0,495.0,,A
Q22-2094,2024-04-24,Q22-2094,400.2,,2.0,2,2,9700000.0,,,A
Q22-2104,2024-04-26,Q22-2104,235.4,,6.0,6,6,645000.0,,,C
Q22-2109,2024-04-27,Q22-2109,235.6,,1.0,1,1,4289000.0,512.0,,A
Q22-2151,2024-04-16,Q22-2151,83.4,,16.0,16,16,3725000.0,,,B
Q22-2152,2024-04-27,Q22-2152,62.0,,5.0,5,5,4145000.0,,,A
Q22-2184,2024-04-16,Q22-2184,54.1,,,0,0,0.0,,,C
Q23-2274,2024-04-25,Q23-2274,85.9,,,0,0,0.0,,,A
Q23-2292,2024-04-24,Q23-2292,86.0,,,0,0,0.0,,,C
Q23-2297,2024-04-16,Q23-2297,87.9,,4.0,4,3,2931000.0,,,C
Q23-2305,2024-04-21,Q23-2305,228.9,,6.0,6,6,2514000.0,,,C
Q23-2313,2024-05-02,Q23-2313,305.7,,7.0,7,7,25495000.0,682.0,,A
Q22-2040,2024-05-21,Q22-2040,55.2,,14.0,14,14,26690000.0,435.0,,C
Q22-2053,2024-05-25,Q22-2053,53.7,,7.0,7,7,2688000.0,442.0,,A
Q22-2091,2024-05-26,Q22-2091,71.3,,1.0,1,1,910000.0,478.0,,A
Q22-2117,2024-05-25,Q22-2117,115.0,,,0,0,0.0,498.0,,C
Q22-2162,2024-05-27,Q22-2162,141.2,,11.0,11,11,71259000.0,531.0,,A
Q22-2171,2024-05-29,Q22-2171,89.2,,1.0,1,1,255000.0,,,A
Q22-2209,2024-05-17,Q22-2209,229.9,,2.0,2,1,596000.0,,,A
Q22-2224,2024-05-18,Q22-2224,90.1,,1.0,1,1,108000.0,583.0,,A
Q22-2225,2024-05-28,Q22-2225,181.5,,,0,0,0.0,,,A
Q23-2283,2024-05-27,Q23-2283,99.5,,12.0,12,10,3278000.0,636.0,,C
Q23-2308,2024-05-26,Q23-2308,52.7,,,0,0,0.0,657.0,,A
Q23-2322,2024-05-16,Q23-2322,73.0,,2.0,2,2,174000.0,670.0,,C
Q23-2323,2024-05-27,Q23-2323,99.5,,2.0,2,2,2880000.0,,,A
Q23-2331,2024-06-02,Q23-2331,100.8,,9.0,9,8,1429000.0,,,A
Q22-2118,2024-06-30,Q22-2118,109.0,,8.0,8,8,9185000.0,,,A
Q22-2131,2024-06-24,Q22-2131,166.5,,4.0,4,4,8382000.0,,,A
Q22-2136,2024-06-22,Q22-2136,194.0,,,0,0,0.0,480.0,,A
Q22-2148,2024-06-16,Q22-2148,120.6,,,0,0,0.0,487.0,,A
Q22-2150,2024-06-16,Q22-2150,102.6,,,0,0,0.0,491.0,,A
Q22-2229,2024-06-26,Q22-2229,115.2,,,0,0,0.0,556.0,,C
Q22-2261,2024-06-25,Q22-2261,141.7,,,0,0,0.0,584.0,,C
Q23-2272,2024-06-19,Q23-2272,50.3,,,0,0,0.0,,,A
Q23-2296,2024-07-01,Q23-2296,358.2,,12.0,12,12,97642000.0,615.0,,A
Q23-2325,2024-06-30,Q23-2325,74.7,,4.0,4,4,5750000.0,,,C
Q22-2085,2024-07-21,Q22-2085,81.5,,6.0,6,6,353000.0,422.0,,A
Q22-2111,2024-08-03,Q22-2111,118.5,,26.0,26,26,16633000.0,,,C
Q22-2204,2024-07-31,Q22-2204,136.5,,,0,0,0.0,,,A
Q22-2208,2024-07-18,Q22-2208,104.2,,1.0,1,1,418000.0,,,C
Q22-2226,2024-07-19,Q22-2226,19.6,,11.0,11,10,7116000.0,530.0,,A
Q22-2244,2024-07-21,Q22-2244,263.3,,4.0,4,4,25854000.0,,,C
Q22-2268,2024-07-18,Q22-2268,209.7,,,0,0,0.0,,,C
Q23-2282,2024-07-23,Q23-2282,47.3,,1.0,1,1,65000.0,,,C
Q23-2307,2024-07-19,Q23-2307,452.7,,8.0,8,8,5587000.0,,,A
Q23-2310,2024-07-20,Q23-2310,137.8,,8.0,8,8,19049000.0,,,A
Q23-2321,2024-07-22,Q23-2321,213.3,,2.0,2,2,18140000.0,616.0,,A
Q23-2342,2024-07-23,Q23-2342,192.0,,,0,0,0.0,,,A
Q22-2139,2024-08-31,Q22-2139,113.0,,12.0,12,12,13140000.0,,,A
Q22-2146,2024-08-21,Q22-2146,182.7,,1.0,1,1,723000.0,,,B
Q22-2154,2024-09-03,Q22-2154,70.9,,,0,0,0.0,,,A
Q22-2207,2024-09-02,Q22-2207,89.9,,1.0,1,1,2288000.0,,,A
Q22-2215,2024-08-29,Q22-2215,206.7,,,0,0,0.0,500.0,,C
Q22-2228,2024-08-26,Q22-2228,55.8,,,0,0,0.0,,,C
Q22-2247,2024-09-03,Q22-2247,737.9,,23.0,23,23,185658000.0,527.0,,C
Q22-2254,2024-08-28,Q22-2254,593.3,,1.0,1,1,13721000.0,,,A
Q23-2287,2024-08-25,Q23-2287,786.1,,3.0,3,3,6896000.0,,,B
Q23-2304,2024-08-31,Q23-2304,30.5,,1.0,1,1,73000.0,,,C
Q22-2142,2024-09-20,Q22-2142,131.7,,2.0,2,2,2547000.0,423.0,,A
Q22-2158,2024-09-30,Q22-2158,40.8,,3.0,3,3,9289000.0,,,C
Q22-2165,2024-09-20,Q22-2165,46.9,,7.0,7,7,4549000.0,,,C
Q22-2183,2024-09-22,Q22-2183,207.9,,16.0,16,12,47221000.0,,,B
Q22-2194,2024-09-18,Q22-2194,97.3,,,0,0,0.0,466.0,,B
Q22-2213,2024-09-21,Q22-2213,80.1,,25.0,25,24,12877000.0,,,C
Q22-2232,2024-10-03,Q22-2232,78.0,,4.0,4,4,29413000.0,,,A
Q22-2239,2024-09-15,Q22-2239,71.1,,1.0,1,1,143000.0,,,A
Q22-2262,2024-10-03,Q22-2262,227.6,,10.0,10,8,4921000.0,,,A
Q23-2278,2024-10-01,Q23-2278,232.8,,8.0,8,5,3248000.0,,,A
Q23-2319,2024-09-24,Q23-2319,75.6,,1.0,1,1,63000.0,570.0,,A
Q23-2337,2024-09-28,Q23-2337,199.9,,22.0,22,22,39393000.0,,,C
Q23-2341,2024-09-24,Q23-2341,15.1,,,0,0,0.0,586.0,,C
Q23-2343,2024-09-19,Q23-2343,28.6,,1.0,1,1,276000.0,588.0,,A
Q23-2356,2024-10-01,Q23-2356,596.9,,24.0,24,24,57500000.0,,,A
Q22-2155,2024-10-19,Q22-2155,1226.3,,17.0,17,17,57780000.0,,,A
Q22-2175,2024-10-24,Q22-2175,57.8,,1.0,1,1,1057000.0,429.0,,B
Q22-2176,2024-10-15,Q22-2176,291.9,,26.0,26,19,53869000.0,,,A
Q22-2185,2024-10-27,Q22-2185,720.8,,11.0,11,10,10281000.0,,,B
Q22-2187,2024-10-30,Q22-2187,131.1,,,0,0,0.0,,,C
Q22-2231,2024-10-24,Q22-2231,121.7,,7.0,7,7,56272000.0,,,C
Q22-2251,2024-10-24,Q22-2251,400.9,,,0,0,0.0,488.0,,A
Q22-2256,2024-11-02,Q22-2256,95.8,,,0,0,0.0,,,A
Q23-2280,2024-10-18,Q23-2280,238.7,,,0,0,0.0,,,B
Q23-2302,2024-10-23,Q23-2302,500.0,,14.0,14,13,16580000.0,529.0,,C
Q23-2324,2024-11-01,Q23-2324,664.6,,,0,0,0.0,,,A
Q23-2344,2024-10-25,Q23-2344,198.8,,15.0,15,15,22336000.0,,,A
Q23-2359,2024-10-29,Q23-2359,141.8,,,0,0,0.0,,,A
Q22-2201,2024-11-28,Q22-2201,205.1,,1.0,1,1,681000.0,,,B
Q22-2221,2024-11-25,Q22-2221,28.6,,4.0,4,4,15598000.0,445.0,,C
Q22-2227,2024-11-16,Q22-2227,140.4,,,0,0,0.0,,,A
Q22-2249,2024-11-24,Q22-2249,140.8,,,0,0,0.0,,,A
Q22-2252,2024-11-22,Q22-2252,114.4,,,0,0,0.0,,,A
Q23-2288,2024-11-30,Q23-2288,683.1,,,0,0,0.0,,,A
Q23-2309,2024-12-01,Q23-2309,259.9,,2.0,2,2,4449000.0,,,A
Q23-2338,2024-11-30,Q23-2338,183.1,,2.0,2,2,965000.0,540.0,,A
Q23-2370,2024-11-15,Q23-2370,240.5,,5.0,5,5,17909000.0,,,B
Q22-2258,2025-01-02,Q22-2258,138.1,,,0,0,0.0,,,C
Q22-2260,2024-12-31,Q22-2260,237.6,,3.0,3,3,1069000.0,,,A
Q22-2270,2025-01-02,Q22-2270,153.5,,1.0,1,1,75000.0,462.0,,A
Q23-2291,2024-12-24,Q23-2291,155.3,,2.0,2,2,904000.0,,,C
Q23-2326,2024-12-18,Q23-2326,85.7,,,0,0,0.0,505.0,,C
Q23-2334,2024-12-29,Q23-2334,136.8,,1.0,1,1,3326000.0,,,A
Q23-2346,2024-12-28,Q23-2346,156.3,,8.0,8,8,21714000.0,,,B
Q23-2364,2025-01-03,Q23-2364,227.2,,3.0,3,3,8240000.0,538.0,,B
Q22-2233,2025-02-01,Q22-2233,57.2,,,0,0,0.0,,,B
Q22-2236,2025-01-22,Q22-2236,177.9,,3.0,3,3,10492000.0,,,A
Q22-2253,2025-01-31,Q22-2253,78.7,,2.0,2,2,1017000.0,430.0,,A
Q22-2257,2025-01-29,Q22-2257,199.1,,7.0,7,7,26545000.0,,,A
Q23-2275,2025-01-24,Q23-2275,25.7,,10.0,10,10,6262000.0,447.0,,A
Q23-2329,2025-02-02,Q23-2329,700.0,,6.0,6,6,8337000.0,486.0,,C
Q23-2354,2025-01-30,Q23-2354,205.9,,10.0,10,10,3027000.0,506.0,,A
Q23-2367,2025-02-03,Q23-2367,79.2,,25.0,25,25,16281000.0,,,A
Q23-2368,2025-01-29,Q23-2368,96.1,,,0,0,0.0,,,A
Q24-2377,2025-01-21,Q24-2377,80.0,,10.0,10,10,13088000.0,,,A
Q24-2383,2025-01-24,Q24-2383,24.0,,5.0,5,5,172000.0,,,C
Q24-2395,2025-01-20,Q24-2395,56.5,,1.0,1,1,882000.0,546.0,,A
Q22-2265,2025-02-23,Q22-2265,87.3,,3.0,3,3,824000.0,,,A
Q23-2300,2025-02-28,Q23-2300,291.5,,,0,0,0.0,451.0,,A
Q23-2306,2025-03-02,Q23-2306,55.8,,4.0,4,4,95000.0,455.0,,A
Q23-2311,2025-02-20,Q23-2311,1500.0,,25.0,25,23,154586000.0,,,A
Q23-2349,2025-02-26,Q23-2349,430.1,,4.0,4,4,1766000.0,487.0,,C
Q23-2355,2025-02-18,Q23-2355,62.6,,1.0,1,1,285000.0,,,C
Q23-2357,2025-03-03,Q23-2357,37.2,,6.0,6,6,330000.0,,,A
Q23-2360,2025-02-17,Q23-2360,325.4,,7.0,7,7,13318000.0,,,A
Q23-2363,2025-03-03,Q23-2363,218.9,,,0,0,0.0,,,B
Q23-2285,2025-03-25,Q23-2285,345.4,,,0,0,0.0,,,C
Q23-2294,2025-03-22,Q23-2294,127.0,,17.0,17,16,64948000.0,428.0,,A
Q23-2345,2025-03-19,Q23-2345,137.6,,3.0,3,3,5187000.0,,,A
Q24-2374,2025-03-29,Q24-2374,85.0,,,0,0,0.0,,,A
Q24-2385,2025-03-29,Q24-2385,20.0,,,0,0,0.0,,,A
Q24-2390,2025-03-16,Q24-2390,118.4,,14.0,14,13,31323000.0,503.0,,C
Q24-2407,2025-03-27,Q24-2407,19.2,,,0,0,0.0,,,A
Q24-2410,2025-04-02,Q24-2410,53.5,,,0,0,0.0,,,A
Q23-2289,2025-04-25,Q23-2289,130.1,,,0,0,0.0,,,A
Q23-2293,2025-05-02,Q23-2293,1475.2,,6.0,6,6,49207000.0,,,A
Q23-2318,2025-04-28,Q23-2318,38.7,,,0,0,0.0,427.0,,A
Q23-2366,2025-04-17,Q23-2366,128.5,,3.0,3,3,9321000.0,,,C
Q24-2387,2025-04-17,Q24-2387,58.0,,3.0,3,3,6473000.0,487.0,,A
Q24-2394,2025-05-04,Q24-2394,833.0,,20.0,20,20,17593000.0,494.0,,B
Q23-2315,2025-05-26,Q23-2315,87.2,,1.0,1,1,305000.0,,,A
Q23-2316,2025-05-30,Q23-2316,146.0,,4.0,4,4,8871000.0,,,C
Q23-2320,2025-05-24,Q23-2320,74.2,,2.0,2,2,928000.0,,,C
Q23-2328,2025-05-29,Q23-2328,304.2,,13.0,13,13,72279000.0,,,A
Q24-2379,2025-05-25,Q24-2379,5.0,,,0,0,0.0,462.0,,B
Q24-2388,2025-05-26,Q24-2388,116.8,,3.0,3,3,2163000.0,,,C
Q24-2425,2025-05-23,Q24-2425,33.5,,,0,0,0.0,505.0,,A
Q23-2336,2025-07-04,Q23-2336,101.1,,2.0,2,2,5751000.0,401.0,,A
Q23-2358,2025-06-21,Q23-2358,403.6,,,0,0,0.0,,,A
Q24-2371,2025-06-20,Q24-2371,50.0,,6.0,6,3,13068000.0,,,C
Q24-2378,2025-06-23,Q24-2378,185.0,,,0,0,0.0,440.0,,A
Q24-2381,2025-06-25,Q24-2381,125.0,,7.0,7,5,2978000.0,,,A
Q24-2428,2025-07-02,Q24-2428,120.0,,5.0,5,5,5085000.0,484.0,,C
Q23-2333,2025-08-02,Q23-2333,111.1,,8.0,8,7,18066000.0,381.0,,C
Q24-2389,2025-07-16,Q24-2389,5.0,,,0,0,0.0,,,A
Q24-2401,2025-07-19,Q24-2401,200.0,,,0,0,0.0,444.0,,A
Q24-2426,2025-07-30,Q24-2426,80.0,,2.0,2,2,62000.0,,,A
Q24-2440,2025-07-29,Q24-2440,78.6,,2.0,2,2,2291000.0,,,A
Q23-2348,2025-08-25,Q23-2348,179.3,,3.0,3,3,14113000.0,376.0,,C
Q23-2353,2025-08-29,Q23-2353,297.2,,2.0,2,2,1019000.0,,,A
Q24-2380,2025-08-25,Q24-2380,85.0,,1.0,1,1,41000.0,,,C
Q24-2396,2025-08-23,Q24-2396,90.0,,,0,0,0.0,420.0,,A
Q24-2399,2025-09-03,Q24-2399,24.0,,1.0,1,1,150000.0,422.0,,C
Q24-2405,2025-08-23,Q24-2405,75.0,,,0,0,0.0,427.0,,C
Q24-2412,2025-08-19,Q24-2412,250.0,,9.0,9,9,3067000.0,432.0,,C
Q24-2414,2025-08-22,Q24-2414,260.0,,1.0,1,1,180000.0,433.0,,C
Q24-2451,2025-08-24,Q24-2451,400.0,,12.0,12,12,45608000.0,468.0,,C
Q24-2452,2025-09-02,Q24-2452,200.0,,20.0,20,20,13024000.0,,,B
Q24-2454,2025-08-24,Q24-2454,40.0,,4.0,4,4,2118000.0,,,A
Q24-2456,2025-09-02,Q24-2456,5.0,,4.0,4,4,101000.0,473.0,,C
Q23-2339,2025-09-28,Q23-2339,106.6,,11.0,11,11,37488000.0,,,A
Q23-2347,2025-09-18,Q23-2347,272.7,,21.0,21,17,87177000.0,,,B
Q23-2350,2025-09-25,Q23-2350,228.6,,3.0,3,3,1921000.0,,,C
Q24-2392,2025-09-19,Q24-2392,100.0,,,0,0,0.0,394.0,,A
Q24-2421,2025-09-23,Q24-2421,95.3,,32.0,32,31,107912000.0,,,C
Q24-2434,2025-09-21,Q24-2434,150.0,,,0,0,0.0,,,B
Q24-2436,2025-09-20,Q24-2436,46.5,,22.0,22,21,1264000.0,,,A
Q24-2439,2025-10-03,Q24-2439,11.9,,,0,0,0.0,,,B
Q24-2442,2025-09-26,Q24-2442,74.4,,,0,0,0.0,434.0,,C
Q24-2464,2025-09-17,Q24-2464,188.3,,2.0,2,2,5668000.0,,,C
Q24-2384,2025-10-27,Q24-2384,5.0,,6.0,6,5,1170000.0,,,A
Q24-2400,2025-10-16,Q24-2400,131.0,,,0,0,0.0,379.0,,A
Q24-2406,2025-10-29,Q24-2406,200.0,,31.0,31,23,35791000.0,384.0,,A
Q24-2413,2025-10-23,Q24-2413,5.0,,1.0,1,1,1128000.0,,,B
Q24-2447,2025-10-24,Q24-2447,69.5,,25.0,25,22,3289000.0,420.0,,C
Q24-2448,2025-10-16,Q24-2448,55.0,,,0,0,0.0,,,A
Q23-2352,2025-12-01,Q23-2352,57.1,,31.0,31,31,189648000.0,,,A
Q23-2361,2025-12-04,Q23-2361,82.6,,2.0,2,2,646000.0,,,C
Q23-2369,2025-11-17,Q23-2369,128.3,,,0,0,0.0,,,B
Q24-2375,2025-11-26,Q24-2375,200.0,,,0,0,0.0,,,A
Q24-2386,2025-12-03,Q24-2386,94.2,,,0,0,0.0,,,A
Q24-2404,2025-11-30,Q24-2404,50.0,,,0,0,0.0,372.0,,C
Q24-2411,2025-11-30,Q24-2411,70.0,,,0,0,0.0,377.0,,C
Q24-2429,2025-12-03,Q24-2429,10.0,,4.0,4,4,184000.0,393.0,,A
Q24-2453,2025-11-25,Q24-2453,40.0,,,0,0,0.0,,,A
Q24-2455,2025-11-29,Q24-2455,135.0,,10.0,10,10,17452000.0,,,A
Q24-2462,2025-12-04,Q24-2462,105.5,,,0,0,0.0,424.0,,A
Q24-2466,2025-12-01,Q24-2466,260.9,,,0,0,0.0,428.0,,A
Q24-2482,2025-11-19,Q24-2482,786.0,,25.0,25,24,222465000.0,,,A
Q24-2372,2025-12-23,Q24-2372,80.0,,,0,0,0.0,,,A
Q24-2376,2025-12-26,Q24-2376,20.0,,,0,0,0.0,332.0,,A
Q24-2382,2025-12-24,Q24-2382,30.0,,3.0,3,3,1587000.0,,,C
Q24-2391,2025-12-31,Q24-2391,20.0,,,0,0,0.0,,,A
Q24-2475,2025-12-29,Q24-2475,150.0,,1.0,1,1,1381000.0,,,B
Q24-2480,2025-12-31,Q24-2480,35.0,,1.0,1,1,76000.0,,,A
Q24-2484,2025-12-18,Q24-2484,150.0,,6.0,6,6,36346000.0,423.0,,A
Q24-2485,2025-12-29,Q24-2485,90.0,,14.0,14,14,16409000.0,424.0,,B
Q25-2497,2026-01-01,Q25-2497,30.0,,2.0,2,2,62000.0,,,C
