name,fid
Caera D.S - N Strasburg Substation 138 kV #1,L:8759:8760:138
Calera D.S - Onion Creek 138 kV Cir. 1,L:8759:9014:138
Las Cruces 3602 Substation - Pixley 138 kV Ckt 1,L:8769:8770:138
Las Cruces 3602 - White Sands Missile Range 138 kV #1,L:8769:18508:138
Nauvoo - Baker St 138 kV,L:8771:9101:138
Mount Storm - Nauvoo 138 kV Ckt 1,L:8771:18094:138
Quilcene - Lake Tradition 138 kV Cir. 1,L:8780:8781:138
Bagley - Quilcene 138 kV Cir. 1,L:8780:8788:138
Berkshire - Soport 138 kV Circuit 1,L:8782:8784:138
Bagley Substation - Keystone Hts Electric 138 kV Cir. 1,L:8783:8788:138
Berkshire - Ford Drive 138 kV,L:8784:8795:138
Harford - Sharon Amtrak 138 kV Ckt 1,L:8787:9103:138
Park Ave - Pluess 138 kV Circuit 1,L:8816:8824:138
Park Ave - Pluess 138 kV #2,L:8816:8824:138
Pomerado - St Crispin 138 kV #1,L:8823:8866:138
Ackley - Montpelier 138 kV Line 1,L:8832:8945:138
Alumax - Quaker Hill Substation 138 kV,L:8842:9856:138
Alumax - Quaker Hill 138 kV,L:8842:9856:138
Alumax - Air Force Base 138 kV,L:8842:9880:138
Air Force Base - Alumax 138 kV,L:8842:9880:138
Carderock - Swinks Mill 138 kV Cir. 1,L:8844:9715:138
Swinks Mill Substation - Carderock 138 kV,L:8844:9715:138
Swinks Mill - N Canaan 138 kV #1,L:8844:9718:138
Swinks Mill - N Canaan 138 kV,L:8844:9718:138
Tap - Montgomery Village 138 kV,L:8849:8869:138
Montgomery Village - Monta Vista Upper 138 kV Cir. 1,L:8869:8872:138
Monta Vista Upper - Montgomery Village 138 kV #2,L:8869:8872:138
Monta Vista Upper - Summit Lake Wps Substation 138 kV #1,L:8872:8889:138
Summit Lake Wps - Monta Vista Upper 138 kV,L:8872:8889:138
Masonville Uppco - Kingsberry 138 kV Circuit 1,L:8876:9901:138
Floraday - Kingsberry Substation 138 kV Circuit 1,L:8876:9902:138
Kingsberry - Floraday Substation 138 kV,L:8876:9902:138
Ramsey Substation - New Lisbon 138 kV Cir. 1,L:8880:9906:138
Kensington - Linden 138 kV L,L:8891:8942:138
Kensington - Linden 138 kV Line,L:8891:8942:138
Solar - Toaping Castle 138 kV,L:8900:8948:138
Toaping Castle - Solar 138 kV #2,L:8900:8948:138
Van Ness - Meadow Woods South 138 kV Cir. 1,L:8912:9697:138
Buena Vista - Columbus Denois Crk 138 kV #1,L:8914:8949:138
Steed Road - Waitsburg 138 kV Cir. 1,L:8934:8964:138
Easton - International Paper Co. - New Bern Mill 138 kV Line,L:9009:9011:138
International Paper Co. - New Bern Mill - Lava 138 kV Circuit 1,L:9009:9012:138
Onion Crk - East Hagerstown Substation 138 kV,L:9014:9021:138
Jollyville - Senatewind 138 kV Ckt 1,L:9015:9019:138
Maryland Solar - Senate Wind 138 kV Ckt 1,L:9015:9080:138
Ess Wesel - Fletcher 138 kV,L:9016:9018:138
Fletcher Substation - Firstenergy R Paul Smith Power Station 138 kV,L:9016:9029:138
Antietam - Jollyville 138 kV Line 1,L:9017:9019:138
Antietam Substation - Merritt Park 138 kV #1,L:9017:9020:138
Jollyville - Ess Wesel 138 kV Cir. 1,L:9018:9019:138
Jollyville 345-138 kV Transformer Bank 1,X:9019:345:138
East Hagerstown - Jollyville 138 kV Line 1,L:9019:9021:138
De Sabla - Salton Sea 3 138 kV,L:9023:9027:138
Salton Sea 3 - Maryland Solar 138 kV Line 1,L:9027:9080:138
Firstenergy R Paul Smith Power Station - Dam No. 4 Hydro Sta 138 kV Line 1,L:9029:9030:138
Dam No. 4 Hydro Station - Westhill 138 kV Ckt 1,L:9030:17914:138
Dam No. 4 Hydro Sta Substation - Timber Swamp 138 kV Circuit 1,L:9030:17923:138
Stockton-Sheldon - Luquillo 2201 138 kV Circuit 1,L:9031:9039:138
Stockton-Sheldon - Dpc Bell Center 138 kV,L:9031:9042:138
Fort Worth - N Rutland 138 kV Line 1,L:9035:9053:138
Bishop Creek 3 - Ubc South Campus 138 kV #1,L:9036:9046:138
Bishopcreek 3 - Ft Worth 138 kV #1,L:9036:9053:138
Manistique - Eldorado 138 kV Cir. 1,L:9047:9095:138
Harbor - Ocean City 138 kV Ckt 1,L:9048:9050:138
Ocean City - Eldorado 138 kV #1,L:9050:9095:138
Perryman - Sharon Amtrak Substation 138 kV,L:9057:9103:138
Easton 2 - Oakland I 138 kV Cir. 1,L:9068:9097:138
Westrock Southeast Llc Substation 345-138 kV TX,X:9069:345:138
Cason Lane - Westrock Southeast Llc 345 kV Ckt 1,L:9069:18127:345
Westrock Southeast Llc - Ridgeley 345 kV,L:9069:18394:345
Ascutney 345/138kV TX,X:9071:345:138
Wagner 138-14 kV TX,X:9079:138:14
Herbert A Wagner - Whatshan 138 kV,L:9081:9092:138
Baker St - Heffley Tap 138 kV Line,L:9101:18391:138
Sharon Amtrak - Conowingo 345 kV Circuit 1,L:9103:9104:345
Canal - Fluvanna P.S 138 kV Ckt 1,L:9118:9631:138
Boonevile - Wichita Plant 138 kV Circuit 1,L:9119:9121:138
Walnut Creek Pp - Wichita Plat 138 kV #1,L:9121:9138:138
Nevada Solar One - Gordonsville Energy Lp 138 kV Cir. 1,L:9131:9132:138
Walnut Creek Pp - Nevada Solar One 138 kV,L:9132:9138:138
Jim Branch - Kyrene 138 kV Cir. 1,L:9135:9653:138
E Longmeadow - Beach Grove 138 kV Cir. 1,L:9141:9469:138
Hermanas Davila 1705 - Guadalupe Generating Substation 138 kV Circuit 1,L:9168:9440:138
Tanglewilde - Takelma 138 kV Line 1,L:9201:9202:138
Tanglewilde - Blue Ridge Substation 138 kV Ckt 1,L:9201:9225:138
Santee Cooper - Takelma 138 kV Cir. 1,L:9202:9211:138
Ross Fork - Wind Driver 138 kV,L:9203:9205:138
Ross Fork - Otter 138 kV,L:9203:9521:138
Ross Fork - Otter 138 kV Line,L:9203:9521:138
Wind Driver - Brush Tavern 138 kV Line,L:9205:9220:138
Barre - Carters 138 kV Circuit 1,L:9210:9223:138
Crusher - Clearbrook 138 kV Circuit 1,L:9212:9538:138
Crusher Substation - Venture 138 kV,L:9212:9539:138
Kelim - Shepherds N 138 kV Ckt 1,L:9213:9383:138
Venture - Shepherds N 138 kV,L:9213:9539:138
Island Phoenix - Otter Substation 138 kV Line,L:9214:9521:138
Leesville - Island Phoenix 138 kV,L:9214:9667:138
Island Phoenix - Leesville 138 kV Ckt 2,L:9214:9667:138
Boonsboro - Reusens 138 kV Ckt 1,L:9218:9219:138
Carquille - Clearbrook 138 kV Line 1,L:9241:9538:138
Wolf Hlls Energy - Horseshoe Lake 138 kV Circuit 1,L:9254:9670:138
Horseshoe Lake - North Bristol Substation 138 kV Line 1,L:9254:16806:138
North Bristol - Shrwood Forest 138 kV,L:9256:16806:138
Vicco - N Bristol 138 kV line,L:9258:16806:138
Mecklenburg Power Sta - Sta G 345 kV Circuit 1,L:9276:9650:345
Sta G - Clover 345 kV #1,L:9276:9669:345
Sta G - Challenge 345 kV Line 1,L:9276:9944:345
Challenge - Sta G 345 kV Circuit 2,L:9276:9944:345
Hugo - White Crk 138 kV Ckt 1,L:9313:9477:138
Clover - Hugo 138 kV Cir. 1,L:9313:9669:138
Moonshine 138 kV/1 kV TX #1,X:9335:138:1
Bear - Chanute 3 138 kV,L:9361:9362:138
Balch - Gallatin Tn 138 kV Cir. 1,L:9363:9364:138
West Basset - Mcminnville 138 kV Ckt 1,L:9369:9385:138
West Bassett - Mcminnville 138 kV Cir. 2,L:9369:9385:138
Thurow Dam - Bellville S 138 kV L,L:9390:9391:138
Mommoth Pacific 1 - Bellville S 138 kV,L:9391:18132:138
North Pole - Carroll 138 kV,L:9396:9577:138
North Pole - Stelco 138 kV Cir. 1,L:9396:18129:138
West Winchester - Chaprral Substation 138 kV #1,L:9397:9399:138
Chaparral - Hanger 138 kV,L:9398:9399:138
Carroll - Hanger 138 kV,L:9398:9577:138
Moore Rd Substation - Bremo Bluff 138 kV Line 1,L:9413:9641:138
Coopers Corner - Welco 138 kV,L:9420:9432:138
Person - Coopers Corner 138 kV Ckt 1,L:9420:11146:138
Mcclellan-Adc - Coopers Corner 138 kV,L:9420:11154:138
Glen Haven - Hanover St 138 kV,L:9425:9646:138
Sinai - Welco 138 kV Circuit 1,L:9430:9432:138
Mcclellan-Adc - Wec 3 138 kV,L:9431:11154:138
Guadalupe Generating - Airport Rd 1 138 kV,L:9440:9644:138
Eagle Point Power Plant - Coldwater 138 kV Line,L:9467:9468:138
Finney - Ft Rock Midstate Substation 138 kV,L:9470:9475:138
Ft Rock Midstate - Wooton 138 kV Line 1,L:9470:9721:138
Mnomonie - Kenbridge 138 kV,L:9471:9478:138
Cottage Grove Substation - White Crk 138 kV Line 1,L:9476:9477:138
Cottage Grove - Kenbridge 138 kV Circuit 1,L:9476:9478:138
Batesville - Ker Dam 138 kV,L:9488:9676:138
Campus Commons - Mecklenburg Power Sta 138 kV Cir. 1,L:9490:9650:138
Hancock - Roanoke Electric Steel 138 kV Ckt 1,L:9534:9541:138
Farrell - Ashfield Substation 138 kV,L:9559:9662:138
Fluvanna P.S - Louisa Generation Facility 345 kV,L:9631:9643:345
Bremo Bluff - Buhl 138 kV Circuit 1,L:9641:9658:138
Louisa Generation Facility - Jim Branch 138 kV Ckt 1,L:9643:9653:138
Louisa Generation Facilty - N Anna 345 kV Circuit 1,L:9643:10279:345
Airport Rd 1 - Harrisonburg 138 kV Ckt 1,L:9644:9645:138
Mecklenburg Power Station - Person Substation 345 kV #1,L:9650:11146:345
Jim Branch 138/14kV Transformer,X:9653:138:14
Jim Branch 138-14 kV Autotransformer Unit 2,X:9653:138:14
Jim Brnch 138 kV/14 kV Auto #4,X:9653:138:14
Buhl 345 kV/138 kV Transformer #1,X:9658:345:138
Leesville 345/138 kV Autotransformer,X:9667:345:138
Clover - Mcclellan-Adc 345 kV Line,L:9669:11154:345
Front Royal - Cason Lane 345 kV Circuit 1,L:9674:18127:345
Hayfield - Van Dom 138 kV #1,L:9687:9844:138
Wethersfeld - Harewood 138 kV #1,L:9693:9846:138
Annandale - Sta 138 138 kV Circuit 1,L:9694:9882:138
Annandale - Sta 138 138 kV Cir. 2,L:9694:9882:138
Moorhead - Rock Lake Ct 138 kV #1,L:9695:9849:138
Floraday - Carderock 138 kV Circuit 1,L:9715:9902:138
Quaker Hill - North Canaan Substation 138 kV #1,L:9718:9856:138
N Canaan - Quaker Hill 138 kV #2,L:9718:9856:138
Wooton - Montverde 138 kV Cir. 1,L:9720:9721:138
Neen Tap - Miller Redwood 138 kV Ckt 1,L:9724:9725:138
Willow - Nexen Tap 138 kV #1,L:9724:10177:138
Miller Redwood - Ag Reliant 345 kV #1,L:9725:10297:345
National City - Camino 138 kV L,L:9740:10003:138
National City - Fox Hollow 138 kV,L:9740:10015:138
Tyler - Turner Road 138 kV line,L:9741:10267:138
King'S Mill - Watsonville 138 kV Line 1,L:9746:9750:138
Fox Hollow - G G Allen 138 kV Circuit 1,L:9748:10015:138
Watsonville - Jennings Lodge Substation 138 kV Ckt 1,L:9750:10285:138
Crittenden - Warner Pnm 138 kV Line,L:9753:10097:138
Sonterra - Cittenden 138 kV Circuit 1,L:9753:10126:138
Cordova Park - R D Morrow 138 kV,L:9754:9755:138
R D Morrow - Puna Geothermal Venture I 138 kV Circuit 1,L:9754:9756:138
R D Morrow - Yadkin 138 kV Cir. 1,L:9754:9757:138
Puna Geothermal Venture I - A Whoch 138 kV Ckt 1,L:9756:9758:138
Yadkin - Wheelabrator Portsmouth 138 kV,L:9757:9759:138
Princeton Mn - Yadkin 138 kV line,L:9757:10128:138
A Whoch - Grayland 138 kV Circuit 1,L:9758:10205:138
Kansas - India Substation 138 kV,L:9763:9764:138
India - Summit Farms Solar 138 kV Line 1,L:9763:10548:138
Kansas - Hickory 138 kV,L:9764:9765:138
Ghost Ranch - Thrasher 138 kV,L:9768:10696:138
Walthall - Uknown 138 kV,L:9770:9832:138
Hull St Rd Substation - Collins Lake 138 kV L,L:9776:9805:138
Baraga Vlg 345-138 kV Autotransformer Bank 1,X:9793:345:138
Uknown - Baraga Vlg 138 kV Cir. 1,L:9793:9832:138
Baraga Vlg - Cedar Bayou Plant 138 kV line,L:9793:9834:138
Baraga Vlg - Sechelt 138 kV Line 1,L:9793:9837:138
Shockoe - Manchester Substation 138 kV Line 1,L:9807:10282:138
Basin - Plaza 138 kV Cir. 1,L:9811:9814:138
Ormond - Gilboa 138 kV line,L:9831:9835:138
Mackay Substation - Middleburgh 138 kV Ckt 1,L:9838:10168:138
Rock Lake Ct - Harewood 138 kV Line 1,L:9846:9849:138
Harewood - Rock Lake Ct 138 kV Circuit 2,L:9846:9849:138
Canadian Hills Wind - Butt Valley 138 kV Line 1,L:9848:9851:138
Sideburn - Tony Lappos 138 kV Ckt 1,L:9859:9875:138
Cleary Flood - Loudon 138 kV Circuit 1,L:9863:9864:138
Poland Rd - Cleary Flood 138 kV #1,L:9863:9893:138
Loudon 345/138 kV Transformer Bank,X:9864:345:138
Loudon - Yardley Ridge Substation 138 kV #1,L:9864:10033:138
Clifton - Tony Lappos 138 kV Circuit 1,L:9868:9875:138
Clifton - Tony Lappos 138 kV Line 2,L:9868:9875:138
Clifton - W Garrard 138 kV Cir. 1,L:9868:10073:138
West Garrard - Clifton 138 kV Circuit 2,L:9868:10073:138
Honeygo - Hemdon 138 kV Line 1,L:9870:9898:138
Ellerbe Rd - Waterport 138 kV line,L:9872:9877:138
Tony Lappos - Wiccopee 138 kV,L:9875:10158:138
Waterport - Pomona Hts Substation 138 kV Ckt 1,L:9877:9915:138
Station 138 - Braddock 138 kV #1,L:9882:9884:138
Sta 138 - Braddock 138 kV,L:9882:9884:138
Reston - Tysons 138 kV Cir. 1,L:9886:9897:138
Tysons - Hunter 138 kV Circuit 1,L:9886:10063:138
Wells - Poland Rd 138 kV #1,L:9891:9893:138
Dranesville - Rainbow Falls Hydro 138 kV #1,L:9896:9904:138
Rainbow Falls Hydro - Dranesville 138 kV Line 2,L:9896:9904:138
New Lisbon - Dranesville 138 kV Line 1,L:9896:9906:138
Dranesville - New Lisbon 138 kV Circuit 2,L:9896:9906:138
Restn - Rainbow Falls Hydro 138 kV,L:9897:9904:138
Keuka - Bridge 138 kV #1,L:9900:10162:138
Bridge - Keuka 138 kV Ckt 2,L:9900:10162:138
Bridge - Riverview 138 kV Circuit 1,L:9900:10164:138
Bridge - Riverview 138 kV Cir. 2,L:9900:10164:138
Rainbow Falls Hydro Substation - Sully 138 kV L,L:9904:9905:138
Rio Piedras Heights83 1345 - Keuka 138 kV Line 1,L:9909:10162:138
Rio Piedras Heights83 1345 - Keuka 138 kV Cir. 2,L:9909:10162:138
Novec Smoketown - Rio Piedras Heights83 1345 138 kV #1,L:9909:10166:138
Novec Smoketown - Rio Piedras Heights83 1345 138 kV,L:9909:10166:138
Clark - Pomona Heights 138 kV Line,L:9915:9916:138
Morrisville - Remington Ct 138 kV Cir. 1,L:9917:9918:138
Remington Ct - Morisville 138 kV #2,L:9917:9918:138
Remington Ct - Morrisville 138 kV Circuit 3,L:9917:9918:138
Morrisville - Sowego Dp 138 kV Line,L:9918:9919:138
Morrisville - Sowego Dp 138 kV line,L:9918:9919:138
Morrisville - Sowego Dp 138 kV Circuit 3,L:9918:9919:138
Marquette Energy Center - Sowego Dp 138 kV Ckt 3,L:9919:10138:138
Wheeler - South Christianburg 138 kV Cir. 1,L:9927:9928:138
Brigham - St. Joseph 138 kV #1,L:9929:9931:138
St. Joseph - Fraley 138 kV,L:9929:10364:138
Windsor Dp - Brigham 138 kV Circuit 1,L:9931:10009:138
Brigham - Ag Reliant 138 kV #1,L:9931:10297:138
Birchwood - Challenge 345 kV Circuit 1,L:9944:10290:345
Challenge - Denny Terrace 138 kV Circuit 1,L:9944:10276:138
Challenge - Denny Terrace 138 kV Cir. 2,L:9944:10276:138
Running Springs - Roundtop 138 kV Circuit 1,L:9983:10174:138
Little Falls Mn - Elko 138 kV Circuit 1,L:9999:10081:138
Camino - Alpine Substation 138 kV #1,L:10003:10308:138
Mercy Springs Substation - Berkley Road 138 kV Circuit 1,L:10004:10010:138
Mercy Springs - Coffeville 138 kV,L:10004:10296:138
Windsor Dp - Berkley Rd 138 kV Circuit 1,L:10009:10010:138
Chuckatuck - Berkley Rd 138 kV Line,L:10010:10209:138
Bollman Tap 1 - Comorn Dp 138 kV Ckt 1,L:10017:10018:138
Bollman Tap 1 - Birchwood 138 kV Cir. 1,L:10018:10290:138
New Road - Lockhart 138 kV Line 1,L:10029:10030:138
New Rd - Arcola 138 kV Ckt 1,L:10029:10145:138
Amarillo South - Lockhart 138 kV,L:10030:10036:138
Brambleton - Yardley Ridge 138 kV Circuit 1,L:10031:10033:138
Brambleton - Southwest Research Institute 138 kV #1,L:10031:10146:138
Pleasant Valley - Cub-Run Dp 138 kV line,L:10041:10066:138
Pleasant Valley - Usaa 1 138 kV,L:10041:10068:138
Mejia Tap Ns Line - Pleasant View 138 kV L,L:10043:10064:138
Mejia Tap Ns Line - Southwest Research Institute 138 kV #1,L:10043:10146:138
Usaa 1 - Corners 138 kV Line 1,L:10068:10070:138
Wells Ic - Patillas 138 kV Line,L:10069:10071:138
Fletchers Ridge - Prince William Dp 138 kV Circuit 1,L:10072:10272:138
Fletchers Ridge - Woods Dp 138 kV Ckt 1,L:10072:10303:138
West Garrard - Battery Heights Dp 138 kV Circuit 2,L:10073:10275:138
Hylebos - Valley Home Tap 2 138 kV Cir. 1,L:10084:10256:138
Aatolia - Hughson 138 kV #1,L:10085:10086:138
Jennings Lodge - Hughson 138 kV,L:10086:10285:138
Warner Pnm - Chuckatuck 138 kV Line 1,L:10097:10209:138
Sonterra - South Bellevue 138 kV Line 1,L:10099:10126:138
South Bellevue - Lake Kingman 138 kV Cir. 1,L:10099:10304:138
Elizabeth Riv Power Sta - Pillar 138 kV Circuit 2,L:10130:10286:138
Vmea Peaking Gen - Marquette Energy Ctr 138 kV Line 2,L:10138:10144:138
Bridle Trails - Dumfries 138 kV,L:10141:10142:138
Bridle Trails - Possum Pt 138 kV Line 1,L:10142:10277:138
Thorndike Substation - Bridle Trails 138 kV Circuit 1,L:10142:10289:138
Bridle Trails - Thorndike 138 kV Line,L:10142:10289:138
Otten - Arcola 138 kV Circuit 1,L:10145:10148:138
Cornelius - Rienzi 138 kV,L:10150:10155:138
Oakdale Power Station - Dell Rapids 138 kV Ckt 1,L:10153:10156:138
Oakdale Power Station - Novec Country Club 138 kV Ckt 1,L:10153:10160:138
Elmer Smith - Dell Rapids 138 kV Circuit 1,L:10154:10156:138
Lindendae D.P - Rienzi 138 kV Line,L:10155:10161:138
Lindendale D.P - Rienzi 138 kV #2,L:10155:10161:138
Entergy Station S - Lakeridge 138 kV Line,L:10163:10165:138
Middleburgh - Northern Neck 138 kV Ckt 1,L:10168:10278:138
Gleneden - Willow 138 kV #1,L:10177:10287:138
Dewing - Thorndike 138 kV Line 1,L:10197:10289:138
Quantico - Fuller Road 138 kV,L:10198:10270:138
Fuller Road - Quantico 138 kV Ckt 2,L:10198:10270:138
Havre Assinniboine - Roney 138 kV Cir. 1,L:10200:10201:138
Havre Assinniboine - Birchwood 138 kV,L:10200:10290:138
Ag Reliant - Grayland 345 kV Ckt 1,L:10205:10297:345
Grayland 138 kV/1 kV Transformer Bank Unit 1,X:10205:138:1
Pasadena - Brandy Branch 138 kV,L:10213:10230:138
Davis - Comox 138 kV Cir. 1,L:10218:10219:138
Davis Substation - Fayette Plant 2 138 kV Ckt 1,L:10218:10222:138
Thalia - Seminole Electric Cooperative Substation 138 kV line,L:10223:10228:138
Thalia - Seminole Electric Cooperative 138 kV line,L:10223:10228:138
Virginia Beach - Basf 138 kV Line,L:10241:10242:138
Rosiere 345/138 kV Autotransformer Bank 1,X:10245:345:138
Rosiere - Summit Farms Solar 138 kV,L:10245:10548:138
Vly Home Tap 2 - Yorktown 138 kV Cir. 1,L:10256:10301:138
Quantico 138/20 kV Auto,X:10270:138:20
Quantico Substation 138/18kV XFMR T1,X:10270:138:18
Possum Pt - Quantico 138 kV Cir. 1,L:10270:10277:138
Possum Pt - Quantico 138 kV,L:10270:10277:138
Battery Hts Dp - Cwec Dewey 138 kV Ckt 1,L:10275:10307:138
Battery Hts Dp - Cwec Dewey 138 kV,L:10275:10307:138
Possum Pt Substation 345/138kV XFMR #1,X:10277:345:138
Manchester Substation 138-14 kV Transformer Bank,X:10282:138:14
Jennings Lodge 138 kV/14 kV Transformer Bank #2,X:10285:138:14
Pillar 138 kV/14 kV Autotransformer Unit 2,X:10286:138:14
Coffeeville - Gleneden 138 kV Cir. 1,L:10287:10296:138
Thorndike 138 kV/14 kV Transformer,X:10289:138:14
Idalia - Harris Hydro 138 kV Cir. 1,L:10291:10292:138
Idalia - Harris Hydro 138 kV Line,L:10291:10292:138
Harris Hydro 138-18 kV XFMR #1,X:10292:138:18
Harris Hydro 138-14 kV XFMR Unit 2,X:10292:138:14
Surry - Hilltop 230115Kv Substation 138 kV #1,L:10295:10305:138
Surry - Hilltop 230115Kv 138 kV Ckt 2,L:10295:10305:138
Cwec Dewey Substation - Woods Dp 138 kV Ckt 1,L:10303:10307:138
Cwec Dewey - Woods Dp 138 kV Ckt 2,L:10303:10307:138
Greens Road - Tollgate 138 kV line,L:10354:10358:138
Cayucos 138 kV/69 kV Autotransformer Bank 1,X:10447:138:69
Cayucos 138/69 kV TX Bank 2,X:10447:138:69
Dos Marinas 2003 - Ghost Ranch Substation 138 kV L,L:10448:10696:138
Filer - Edgecombe Genco Llc 138 kV,L:10643:11153:138
Pilot Butte 138-69 kV TX T1,X:10689:138:69
South Pacheco 345 kV/138 kV Autotransformer #1,X:11114:345:138
S Pacheco - Roanoke Rapids 138 kV #1,L:11114:11130:138
S Pacheco - Roanoke Rapids 138 kV Cir. 2,L:11114:11130:138
Roanoke Rapids 345 kV/138 kV Auto #1,X:11130:345:138
Roanoke Rapids - Bluemound 138 kV Circuit 1,L:11130:11198:138
Person 345 kV/14 kV Transformer Unit 1,X:11146:345:14
Person Substation 345-14 kV Autotransformer,X:11146:345:14
Mcclellan-Adc - Person 345 kV Ckt 1,L:11146:11154:345
Edgecombe Genco Llc 345/138kV Auto Unit 1,X:11153:345:138
Mcclellan-Adc 345 kV/138 kV XFMR Unit 1,X:11154:345:138
Mcclellan-Adc 345/18 kV Transformer Bank T1,X:11154:345:18
Bluemound - Rosemary Power Station 138 kV Line 1,L:11197:11198:138
Bertwood - Fort Patrick Henry 138 kV Line,L:16482:16896:138
Opp - Cico 138 kV #2,L:16915:16916:138
Opp - Yale 138 kV Cir. 1,L:16915:17385:138
North Little Rock Levy - Us Ord Depot-Herlong 138 kV L,L:16944:16945:138
Kingsley Lake - Us Ord Depot-Herlong 138 kV Cir. 1,L:16945:17332:138
Campo Fresco 2 - Us Ord Depot-Herlong 138 kV Circuit 1,L:16945:17739:138
Encina - Oak Park 138 kV #1,L:16990:19257:138
Alibates - Walnut-Engle Tap 138 kV Ckt 1,L:17027:17029:138
Powhaton - Walnut-Engle Ap 138 kV,L:17027:17030:138
Powhaton - Chadwick 138 kV,L:17028:17030:138
Alibates 345/230kV Auto,X:17029:345:230
Aliates 138 kV/1 kV Auto Bank 1,X:17029:138:1
Blountstown - Kce Ny 1 138 kV Ckt 1,L:17183:17617:138
Coco 2 - 3007 And 3015 Gautier Benitez 138 kV,L:17212:17773:138
Kingsley Lake - Five Mile 138 kV #1,L:17328:17332:138
Harris Dam - Pachmann 138 kV,L:17391:17430:138
Hiatus - Briar 138 kV Ckt 1,L:17427:17428:138
Edgewood - Port Ewards 138 kV #2,L:17558:17847:138
Devils Den - West Paintsville 138 kV Line,L:17569:17570:138
W Paintsville 345 kV/138 kV Autotransformer #1,X:17570:345:138
Riding And Receiving 100-1 kV Transformer T1,X:17575:100:1
Kce Ny 1 - Big Sandy 138 kV Cir. 1,L:17617:18619:138
Erin - Holly Power Plant 138 kV Ckt 1,L:17663:17666:138
Allings Crossing Substation - Erin 138 kV,L:17663:17736:138
Paul Sweet - Butts 138 kV,L:17734:17735:138
Alligs Crossing - Butts 138 kV #1,L:17734:17736:138
Paul Sweet - Allings Crossing Substation 138 kV Circuit 1,L:17735:17736:138
N Randolph - Paul Sweet 138 kV #1,L:17735:17737:138
Rhinelander Paper - Dixieland Prison 138 kV #1,L:17772:17774:138
Copco 2 - Dixieland Prison 138 kV Circuit 1,L:17773:17774:138
Ponchatoula - New London Avenue 138 kV Cir. 1,L:17783:17790:138
Ponchatoula - Danish Creamery 138 kV,L:17788:17790:138
Danish Creamery - Sub 17791 138 kV Cir. 1,L:17788:17791:138
Sub 17791 - Danish Creamery 138 kV line,L:17788:17791:138
W Ravenna 345/230 kV Autotransformer,X:17841:345:230
West Ravenna 345/230kV XFMR Unit 2,X:17841:345:230
W Ravenna - Pleasure Ridge 230 kV Ckt 1,L:17841:18772:230
Naranjo 5804 - West Ravenna 345 kV,L:17841:19541:345
Hubbardstown - Baker 138 kV Ckt 1,L:17843:17860:138
Big Sandy - Hubbardstown 138 kV Cir. 1,L:17843:18619:138
Baker 345 kV/138 kV TX T1,X:17860:345:138
Yorkshie - Dam No. 5 Hydro Sta Substation 138 kV Circuit 1,L:17893:17917:138
Westill - Nietown 138 kV,L:17894:17914:138
Nipetown - Dam No. 5 Hydro Sta 138 kV Cir. 1,L:17894:17917:138
Shepherdstown - Keene Road 138 kV Circuit 1,L:17921:17922:138
